id,organization_id,url,type,species,breeds,colors,age,gender,size,coat,attributes,environment,tags,name,description,organization_animal_id,photos,primary_photo_cropped,videos,status,status_changed_at,published_at,distance,contact,_links
54339274,WA219,https://www.petfinder.com/cat/oscar-gorgeous-orange-and-white-54339274/wa/ocean-shores/north-beach-paws-wa219/?referrer_id=c5011248-6bef-4ce5-a981-74b25fdf97cc,Cat,Cat,"{'primary': 'Tabby', 'secondary': 'Domestic Medium Hair', 'mixed': True, 'unknown': False}","{'primary': 'Orange & White', 'secondary': None, 'tertiary': None}",Young,Male,Medium,Medium,"{'spayed_neutered': True, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': True, 'dogs': None, 'cats': True}","['Friendly', 'Affectionate', 'Playful', 'Curious']",Oscar - Gorgeous Orange & White,"Oscar is everything an older kitten should be - playful, affectionate and gets along with other cats.

He would benefit...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339274/1/?bust=1642882529&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339274/1/?bust=1642882529&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339274/1/?bust=1642882529&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339274/1/?bust=1642882529'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339274/2/?bust=1642882532&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339274/2/?bust=1642882532&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339274/2/?bust=1642882532&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339274/2/?bust=1642882532'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339274/3/?bust=1642882536&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339274/3/?bust=1642882536&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339274/3/?bust=1642882536&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339274/3/?bust=1642882536'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339274/4/?bust=1642882538&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339274/4/?bust=1642882538&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339274/4/?bust=1642882538&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339274/4/?bust=1642882538'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339274/5/?bust=1642882540&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339274/5/?bust=1642882540&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339274/5/?bust=1642882540&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339274/5/?bust=1642882540'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339274/1/?bust=1642882529&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339274/1/?bust=1642882529&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339274/1/?bust=1642882529&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339274/1/?bust=1642882529'}",[],adoptable,2022-01-22T20:15:42+0000,2022-01-22T20:15:42+0000,92.8556,"{'email': 'nbpawscats@gmail.com', 'phone': None, 'address': {'address1': '2222 WA-109', 'address2': None, 'city': 'Ocean Shores', 'state': 'WA', 'postcode': '98569', 'country': 'US'}}","{'self': {'href': '/v2/animals/54339274'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa219'}}"
54339218,WA06,https://www.petfinder.com/cat/velvet-54339218/wa/bellevue/seattle-humane-the-humane-society-for-seattle-king-county-wa06/?referrer_id=c5011248-6bef-4ce5-a981-74b25fdf97cc,Cat,Cat,"{'primary': 'Domestic Medium Hair', 'secondary': 'Domestic Short Hair', 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Baby,Female,Small,,"{'spayed_neutered': True, 'house_trained': False, 'declawed': False, 'special_needs': False, 'shots_current': False}","{'children': None, 'dogs': None, 'cats': None}",[],Velvet,"What my friends at Seattle Humane say about me:
 The folks here are still getting to know me!

The type...",49400458,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339218/1/?bust=1642882624&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339218/1/?bust=1642882624&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339218/1/?bust=1642882624&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339218/1/?bust=1642882624'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339218/3/?bust=1642882625&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339218/3/?bust=1642882625&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339218/3/?bust=1642882625&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339218/3/?bust=1642882625'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339218/1/?bust=1642882624&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339218/1/?bust=1642882624&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339218/1/?bust=1642882624&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54339218/1/?bust=1642882624'}",[],adoptable,2022-01-22T20:07:00+0000,2022-01-22T20:07:00+0000,8.0221,"{'email': 'humane@seattlehumane.org', 'phone': '(425) 641-0080  ', 'address': {'address1': '13212 SE Eastgate Way', 'address2': None, 'city': 'Bellevue', 'state': 'WA', 'postcode': '98005', 'country': 'US'}}","{'self': {'href': '/v2/animals/54339218'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa06'}}"
54338969,WA219,https://www.petfinder.com/cat/daisy-beautiful-himalayan-mix-54338969/wa/ocean-shores/north-beach-paws-wa219/?referrer_id=c5011248-6bef-4ce5-a981-74b25fdf97cc,Cat,Cat,"{'primary': 'Himalayan', 'secondary': 'Domestic Long Hair', 'mixed': True, 'unknown': False}","{'primary': 'Seal Point', 'secondary': None, 'tertiary': None}",Young,Female,Medium,Long,"{'spayed_neutered': True, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': True, 'dogs': None, 'cats': True}","['Friendly', 'Affectionate', 'Gentle', 'Quiet']",Daisy - Beautiful Himalayan Mix,"Daisy, a young adult, recently came to us with kittens, from someone with &#039;too many cats&#039;.  Now that her kittens...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54338969/1/?bust=1642881183&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54338969/1/?bust=1642881183&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54338969/1/?bust=1642881183&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54338969/1/?bust=1642881183'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54338969/2/?bust=1642881185&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54338969/2/?bust=1642881185&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54338969/2/?bust=1642881185&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54338969/2/?bust=1642881185'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54338969/3/?bust=1642881187&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54338969/3/?bust=1642881187&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54338969/3/?bust=1642881187&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54338969/3/?bust=1642881187'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54338969/4/?bust=1642881191&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54338969/4/?bust=1642881191&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54338969/4/?bust=1642881191&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54338969/4/?bust=1642881191'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54338969/1/?bust=1642881183&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54338969/1/?bust=1642881183&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54338969/1/?bust=1642881183&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54338969/1/?bust=1642881183'}",[],adoptable,2022-01-22T19:53:13+0000,2022-01-22T19:53:13+0000,92.8556,"{'email': 'nbpawscats@gmail.com', 'phone': None, 'address': {'address1': '2222 WA-109', 'address2': None, 'city': 'Ocean Shores', 'state': 'WA', 'postcode': '98569', 'country': 'US'}}","{'self': {'href': '/v2/animals/54338969'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa219'}}"
54323421,WA117,https://www.petfinder.com/cat/leroy-54323421/wa/tacoma/the-humane-society-for-tacoma-and-pierce-county-wa117/?referrer_id=c5011248-6bef-4ce5-a981-74b25fdf97cc,Cat,Cat,"{'primary': 'Domestic Medium Hair', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Young,Female,Medium,,"{'spayed_neutered': True, 'house_trained': False, 'declawed': False, 'special_needs': False, 'shots_current': False}","{'children': None, 'dogs': None, 'cats': None}",[],LEROY,I am a Spayed Female Domestic Mediumhair. The shelter staff think I am about 2 years and 0 months old....,A562644,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54323421/1/?bust=1642794552&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54323421/1/?bust=1642794552&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54323421/1/?bust=1642794552&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54323421/1/?bust=1642794552'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54323421/1/?bust=1642794552&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54323421/1/?bust=1642794552&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54323421/1/?bust=1642794552&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54323421/1/?bust=1642794552'}",[],adoptable,2022-01-21T19:39:09+0000,2022-01-21T19:39:09+0000,26.5461,"{'email': None, 'phone': '253-383-2733', 'address': {'address1': '2608 Center Street', 'address2': None, 'city': 'Tacoma', 'state': 'WA', 'postcode': '98464', 'country': 'US'}}","{'self': {'href': '/v2/animals/54323421'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa117'}}"
54309140,WA699,https://www.petfinder.com/cat/astraea-54309140/wa/moses-lake/hands-n-paws-animal-assistance-wa699/?referrer_id=c5011248-6bef-4ce5-a981-74b25fdf97cc,Cat,Cat,"{'primary': 'Norwegian Forest Cat', 'secondary': 'Domestic Long Hair', 'mixed': True, 'unknown': False}","{'primary': 'Black & White / Tuxedo', 'secondary': None, 'tertiary': None}",Young,Female,Small,,"{'spayed_neutered': False, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': True}",[],Astraea,"Thank you for your interest in adopting one of our animals! We are a foster based organization, so all of...",ps_54572422,[],,[],adoptable,2022-01-20T19:53:36+0000,2022-01-20T19:53:36+0000,146.6402,"{'email': 'handsnpaws@outlook.com', 'phone': '(208) 503-3710', 'address': {'address1': None, 'address2': None, 'city': 'Moses Lake', 'state': 'WA', 'postcode': '98837', 'country': 'US'}}","{'self': {'href': '/v2/animals/54309140'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa699'}}"
54308426,WA134,https://www.petfinder.com/cat/dane-54308426/wa/everett/everett-animal-services-wa134/?referrer_id=c5011248-6bef-4ce5-a981-74b25fdf97cc,Cat,Cat,"{'primary': 'Domestic Long Hair', 'secondary': 'Domestic Short Hair', 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Young,Male,Large,,"{'spayed_neutered': True, 'house_trained': False, 'declawed': False, 'special_needs': False, 'shots_current': False}","{'children': None, 'dogs': None, 'cats': None}",[],Dane,"**Adoption visits are by appointment only** If you see an animal you&amp;#39;re interested in, fill out an adoption questionnaire on...",49402555,[],,[],adoptable,2022-01-20T19:06:35+0000,2022-01-20T19:06:35+0000,27.9687,"{'email': 'adoptapet@everettwa.gov', 'phone': '(425) 257-6000', 'address': {'address1': '333 Smith Island Road', 'address2': None, 'city': 'Everett', 'state': 'WA', 'postcode': '98201', 'country': 'US'}}","{'self': {'href': '/v2/animals/54308426'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa134'}}"
54306244,OR212,https://www.petfinder.com/cat/xari-54306244/or/hood-river/columbia-gorge-cat-rescue-or212/?referrer_id=c5011248-6bef-4ce5-a981-74b25fdf97cc,Cat,Cat,"{'primary': 'Domestic Medium Hair', 'secondary': 'Bombay', 'mixed': True, 'unknown': False}","{'primary': 'Black', 'secondary': None, 'tertiary': None}",Young,Female,Medium,,"{'spayed_neutered': True, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],Xari,"Xari was just a kitten herself at only 1 year old, when rescued with her 3 kittens, Xanuk, Xollie and...",61117707,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54306244/1/?bust=1642696766&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54306244/1/?bust=1642696766&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54306244/1/?bust=1642696766&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54306244/1/?bust=1642696766'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54306244/2/?bust=1642696766&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54306244/2/?bust=1642696766&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54306244/2/?bust=1642696766&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54306244/2/?bust=1642696766'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54306244/3/?bust=1642696764&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54306244/3/?bust=1642696764&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54306244/3/?bust=1642696764&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54306244/3/?bust=1642696764'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54306244/1/?bust=1642696766&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54306244/1/?bust=1642696766&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54306244/1/?bust=1642696766&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54306244/1/?bust=1642696766'}",[],adoptable,2022-01-20T16:29:17+0000,2022-01-20T16:29:17+0000,136.6432,"{'email': 'columbiagorgecat@gmail.com', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Hood RIver', 'state': 'OR', 'postcode': '97031', 'country': 'US'}}","{'self': {'href': '/v2/animals/54306244'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/or212'}}"
54304515,WA38,https://www.petfinder.com/cat/wynonna-yellow-54304515/wa/battle-ground/second-chance-companions-wa38/?referrer_id=c5011248-6bef-4ce5-a981-74b25fdf97cc,Cat,Cat,"{'primary': 'Domestic Medium Hair', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Black', 'secondary': None, 'tertiary': None}",Baby,Female,Small,,"{'spayed_neutered': False, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': True, 'dogs': True, 'cats': True}",[],Wynonna (yellow),"Wynonna is a very friendly girl who loves attention and has the biggest, loudest purr engine! She likes to be...",17670255-S2022001,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54304515/1/?bust=1642975496&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54304515/1/?bust=1642975496&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54304515/1/?bust=1642975496&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54304515/1/?bust=1642975496'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54304515/1/?bust=1642975496&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54304515/1/?bust=1642975496&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54304515/1/?bust=1642975496&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54304515/1/?bust=1642975496'}",[],adoptable,2022-01-20T10:55:13+0000,2022-01-20T10:55:13+0000,127.2572,"{'email': 'info@sccpets.com', 'phone': '(360) 687-4569', 'address': {'address1': None, 'address2': None, 'city': 'Battle Ground', 'state': 'WA', 'postcode': '98604', 'country': 'US'}}","{'self': {'href': '/v2/animals/54304515'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa38'}}"
54304150,WA40,https://www.petfinder.com/cat/chester-54304150/wa/shoreline/seattle-area-feline-rescue-wa40/?referrer_id=c5011248-6bef-4ce5-a981-74b25fdf97cc,Cat,Cat,"{'primary': 'Domestic Medium Hair', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Young,Male,Medium,,"{'spayed_neutered': True, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': True}",[],Chester,Chester is a sweet and fluffy kitty. He loves to lounge in his cubby and cuddle with his sister Anastasia....,22014C,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54304150/1/?bust=1642932653&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54304150/1/?bust=1642932653&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54304150/1/?bust=1642932653&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54304150/1/?bust=1642932653'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54304150/2/?bust=1642804112&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54304150/2/?bust=1642804112&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54304150/2/?bust=1642804112&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54304150/2/?bust=1642804112'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54304150/3/?bust=1642932652&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54304150/3/?bust=1642932652&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54304150/3/?bust=1642932652&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54304150/3/?bust=1642932652'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54304150/1/?bust=1642932653&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54304150/1/?bust=1642932653&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54304150/1/?bust=1642932653&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54304150/1/?bust=1642932653'}",[],adoptable,2022-01-20T10:00:57+0000,2022-01-20T10:00:57+0000,8.9665,"{'email': 'adoptions@seattleareafelinerescue.org', 'phone': '(206) 659-6220', 'address': {'address1': '14717 Aurora Ave N', 'address2': None, 'city': 'Shoreline', 'state': 'WA', 'postcode': '98133', 'country': 'US'}}","{'self': {'href': '/v2/animals/54304150'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa40'}}"
54284073,WA430,https://www.petfinder.com/cat/jasper-54284073/wa/anacortes/the-cats-meow-wa430/?referrer_id=c5011248-6bef-4ce5-a981-74b25fdf97cc,Cat,Cat,"{'primary': 'Maine Coon', 'secondary': 'Domestic Long Hair', 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Young,Male,Large,,"{'spayed_neutered': True, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': True}",[],Jasper,"Jasper was rescued from a local feral cat colony when he was a little guy in July 2021.
He is...",17664007-2021-061,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54284073/1/?bust=1642555307&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54284073/1/?bust=1642555307&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54284073/1/?bust=1642555307&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54284073/1/?bust=1642555307'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54284073/2/?bust=1642555301&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54284073/2/?bust=1642555301&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54284073/2/?bust=1642555301&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54284073/2/?bust=1642555301'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54284073/3/?bust=1642555301&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54284073/3/?bust=1642555301&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54284073/3/?bust=1642555301&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54284073/3/?bust=1642555301'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54284073/1/?bust=1642555307&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54284073/1/?bust=1642555307&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54284073/1/?bust=1642555307&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/54284073/1/?bust=1642555307'}",[],adoptable,2022-01-19T01:11:36+0000,2022-01-19T01:11:36+0000,64.3512,"{'email': 'adoptions@meowanacortes.org', 'phone': '(360) 588-9900', 'address': {'address1': '803 4th Street', 'address2': None, 'city': 'Anacortes', 'state': 'WA', 'postcode': '98221', 'country': 'US'}}","{'self': {'href': '/v2/animals/54284073'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa430'}}"
